ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
regulations_62,제37조의3(진로설계과정),"【1항】 본 대학교는 학생이 자기주도적으로 설계·수행하는 진로활동 프로젝트 과정을 운영할 수 있다.

【2항】 진로설계과정의 설치 및 운영에 필요한 사항은 따로 정한다.",학칙,,,,,,
regulations_63,제64조(직제),"본교의 직제 및 조직은 관계법령, 정관이 정하는 바 외에는 총장이 별도로 정한다.",학칙,,,,,,
regulations_64,제59조(위탁생),정부 각 기관 재직자로서 그 소속 기관장의 위탁이 있을 때에는 교육 인적자원부장관의 추천을 받아 이를 위탁생으로 하여 정원 외로 입학을 결정할 수 있다.,학칙,,,,,,
regulations_65,제13조(입학전형),입학전형에 관한 사항은 입학시험전형관리위원회와 교무위원회의 의결을 거쳐 확정된 입학요강에 따른다.,학칙,,,,,,
regulations_66,제58조(장학금),"【1항】 본교 학생 중 품행이 방정하고 학업성적이 우수한 자와 가계곤란으로 학업을 계속할 수 없는 자에게는 장학금을 지급할 수 있다.

【2항】 장학금 수혜 대상 학생은 학과장의 추천과 대학장의 제청으로 장학위원회의 심의를 거쳐 총장이 정한다.

【3항】 장학금 수혜 대상자로 결정된 학생이 휴학, 자퇴, 제적 또는 징계된 때에는 지급하지 않는다.

【4항】 장학금 지급에 관한 세부사항은 따로 정한다.",학칙,,,,,,
regulations_67,제37조의4(전공배정),"【1항】 학부로 입학한 자는 입학시점에 예비전공을 신청하며, 1학년 2학기에 전공지망신청서를 제출하여 소속전공을 배정 받아야 한다.

【2항】 전공별 배정방법 등의 세부사항은 학부전공배정규정에 따른다.",학칙,,,,,,
regulations_68,제19조의2(등록금심의위원회),"【1항】 본교 학생의 등록금 책정을 심의하기 위해 등록금 심의위원회를 둔다.

【2항】 등록금 심의위원회의 구성과 운영에 필요한 규정은 따로 정한다.",학칙,,,,,,
regulations_69,제15조(입학허가및 취소),"【1항】 입학의 허가는 소속 대학장(전공통합학부장) 혹은 대학원장의 상신에 의하여 총장이 행한다.

【2항】 입학이 허가된 자는 정해진 기일 내에 필요한 서류 및 납입금을 납부하는 외에 등교와 수학에 필요한 모든 절차를 이행하여야 한다.

【3항】 입학허가 후 제11조의 자격이 없는 것으로 판명된 자 또는 정해진 기일 내에 전항의 의무절차를 이행하지 않은 자는 입학허가를 취소할 수 있다.

【4항】 입학허가 후 제11조 및 전항의 자격요건 이외에 부정한 방법으로 합격 또는 입학한 사실이 확인되면 재학 중에라도 이를 취소할 수 있다. 입학전형의 합격취소 및 입학허가 취소에 대한 규정은 이를 별도로 정한다.",학칙,,,,,,
regulations_70,제1조(목적),"을지대학교(이하 '본교')는 우리나라 대학교육의 보편적 목적과 본교의 교훈인 '연구하고 봉사하는 보건의료인'을 구현할 수 있는 인재를 육성하기 위하여 학문의 심오한 이론과 응용방법을 교수, 연구함으로써 개인의 자아를 실현하고 지역사회와 국가, 나아가 인류사회의 다양한 요구에 부응할 수 있는 인재를 양성함을 목적으로 한다.",학칙,,,,,,
regulations_71,제5조(재학연한),"【1항】 각 대학의 재학연한은 8년(16학기)을 초과할 수 없다. 다만, 총장이 인정하는 장애학생은 재학연한을 제한하지 아니하며, 의과대학의 의예과와 의학과는 별도로 정한 바를 따른다.

【2항】 편입학생의 재학연한은 본교에서 수업하여야 할 연한의 2배를 초과하지 못한다.

【3항】 재입학생의 재학연한은 재입학 후 본교에서 수업하여야 할 연한의 2배를 초과하지 못한다.

【4항】 재학연한 내에 본교 졸업의 소요과정을 이수하지 못한 자는 제적된다. 다만, 휴학기간은 재학연한의 계산에 포함되지 않는다.",학칙,,,,,,
regulations_72,제47조(시험방법),"【1항】 시험방법은 필기시험을 원칙으로 한다. 다만, 과목 담당교수의 의견에 따라 구술시험 또는 논문제출로 대신할 수 있다.

【2항】 실험, 실습, 실기 및 기타 이에 준하는 특수과목의 성적평가 방법은 과목 담당교수가 정한다.

【3항】 장애학생의 경우 학생의 장애유형 및 장애정도를 고려하여 학생의 요청 하에 시험시간 연장, 대필, 확대 등을 지원할 수 있다.",학칙,,,,,,
regulations_73,제51조(징계),"【1항】 학생이 다음 각 호에 해당할 때는 징계할 수 있다. 1. 학칙 및 제규정을 위반한 자, 2. 학교의 명예를 훼손한 자, 3. 품행이 불량하여 개선의 가망이 없다고 인정된 자, 4. 그 밖에 학생의 본분에 어긋난 행위를 한자

【2항】 징계는 그 정상에 따라 근신, 유기정학, 무기정학, 제적으로 구분한다.",학칙,,,,,,
