ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
regulations_74,제40조의3(졸업연기),"학사과정의 학생은 졸업학점요건이 충족되어도 졸업인증제, 졸업논문 및 졸업종합시험 등을 통과하지 못할 경우 재학연한 내 졸업연기로 처리된다.",학칙,,,,,,
regulations_75,제38조(학·석사연계과정),학사학위과정과 대학원의 교육과정을 상호 연계하는 학·석사 연계과정을 운영하며 이에 관한 세칙은 총장이 따로 정한다.,학칙,,,,,,
regulations_76,제22조(복학),"【1항】 휴학한 자는 그 기간이 만료되면 정해진 기간 내에 복학하여야 한다. 다만, 그 기간 전이라도 총장의 허가를 받아 복학할 수 있다.

【2항】 복학을 허가하는 시기는 매 학기 개시일로부터 4주 이내로 한다.

【3항】 의과대학 의학과의 복학에 관한 사항은 따로 정한다.",학칙,,,,,,
regulations_77,제7조(학기및 학습형태),"【1항】 학기는 다음과 같이 나눈다. 1. 제1학기 : 3월 1일부터 8월 31일까지, 2. 제2학기 : 9월 1일부터 다음 해 2월 말까지, 3. 계절학기 : 필요에 따라 계절학기를 개설할 수 있으며 계절학기 개설에 필요한 사항은 따로 정한다. 4. 실습학기 현장실습은 필요에 따라 방학 중 실습학기로 운영할 수 있다.

【2항】 제2학기의 시작은 2주 내의 범위에서 학기개시일 전에 개강할 수 있다.

【3항】 임상실습을 하는 학년(의학과 3, 4학년 등)은 학년제로 운영할 수 있다.

【4항】 제1항의 학기 구분에도 불구하고 3학기 이상의 다학기제 및 학년 또는 학위과정별로 다른 유연학기제를 운영할 수 있으며 세부사항은 총장이 따로 정한다.

【5항】 학습형태는 각 교육과정에 근거하여 과목별 학습은 출석학습을 원칙으로 한다. 다만, 교육과정 운영상 필요한 경우 출석학습 외에 원격수업 및 자율학습, 산업체 현장학습, 과제학습 등에 의하여 당해교과목을 이수하게 할 수 있다.

【6항】 학기 및 학습형태에 관한 세부사항은 총장이 따로 정한다.",학칙,,,,,,
regulations_78,제77조(대학원),대학원학칙과 대학원학칙시행세칙 및 대학원운영에 관한 규정은 따로 정한다.,학칙,,,,,,
regulations_79,제29조(이수학점),"【1항】 학생의 매 학기 취득기준 학점은 12학점 이상으로 하되 최대 21학점을 초과할 수 없으며, 초과수강신청 예외사항 및 최저신청학점기준은 학칙시행세칙에 따른다. 다만, 총장이 인정하는 장애학생은 최저신청학점을 제한하지 아니하며, 졸업학점이 150학점 이상인 학과는 별도로 정한 바를 따른다.

【2항】 제1항의 규정에도 불구하고 전학기의 학업성적 평점평균이 4.0 이상인 자는 3학점까지 초과하여 이수할 수 있다. 다만, 의예과 및 의학과는 초과이수 대상에서 제외한다.

【3항】 각 대학(의과대학 제외)의 신입생은 입학 후 4주 이내에 교양과목 중 총장이 지정하는 과목에 한하여 본교에서 실시하는 특별시험 혹은 공인된 기관에서 시행하는 시험에서 일정 이상의 성적을 취득한 경우 최고 6학점까지 인정받을 수 있다.",학칙,,,,,,
regulations_80,제28조(수업시간표),매 학기의 수업시간표는 수업이 개시되기 4주 전에 각 대학의 교육과정운영위원회의 의결을 거친 후 소속 대학장의 제청으로 총장이 정한다.,학칙,,,,,,
regulations_81,제36조(학위수여),"【1항】 다음 각 호의 졸업요건을 모두 충족하고 졸업사정을 통과한 자에게는 별표2의 학위를 수여한다.(별지 제1호 서식) 1. 4년(8학기) 이상을 등록하고(조기졸업 제외) 최소 130학점 이상을 취득한 자(의학과는 별도로 정함), 2. 각 학과(부)에서 정하는 전공필수와 교양필수를 모두 이수한 자. 가. 단일전공을 이수한 자((2014학년도 신입생부터 적용) 전공필수를 포함한 전공 70학점 이상, 교양필수를 포함하여 교양 30학점 이상 이수), 나. 다전공 과정을 이수한 자(2024학년도 신입생부터 적용하고 주전공의 전공필수(전공기초교과목 포함)를 포함한 전공 42학점 이상과 복수전공(제2전공, 제3전공), 부전공, 소단위전공 등에서 제시한 전공학점의 합을 70학점 이상, 교양필수를 포함하여 교양 30학점 이상 이수). 다. 의학과 및 간호학과는 별도로 정함, 3. 4년 평점평균이 1.75 이상인 자로서 졸업논문심사에 합격한 자 또는 이에 갈음하는 졸업종합시험에 합격한 자, 4. 본교에서 정한 졸업인증제 자격(과정)을 취득 이수한 자(다만, 계약에 의한 학위과정생, 수업연한이 1년 이하로 제한된 편입생, 북한이탈주민전형입학생, 재외국민과 외국인전형입학생은 제외한다)

【2항】 고등학교를 졸업한 자 또는 이와 동등한 수준 이상의 학력 소지자로서 학점인정 등에 관한법률에 의하여 학력인정을 받고 학위를 취득하고자 하는 자는 다음 각 호 중에서 하나의 요건을 갖추어야 한다. 1. 본교에서 시간제등록 및 학점은행제 과정에서 84학점 이상 이수한 자가 학위수여 신청을 할 경우, 2. 학사학위 취득 또는 이와 동등한 수준 이상의 학력이 있다고 인정된 자로서 본교에서 시간제 등록 및 학점은행제로 전공 48학점(전공필수 포함) 이상 이수한 경우

【3항】 졸업사정에서 탈락된 자에게는 수료증(별지 제2호 서식)을 수여할 수 있다.

【4항】 외국대학과의 복수학위과정 운영에 관한 협정에 따라 복수학위를 수여할 수 있으며, 이에 관한 세부사항은 따로 정한다.",학칙,,,,,,
regulations_82,제10조(입학시기),"입학을 허가하는 시기는 학년 개시일로부터 4주 이내로 한다. 다만, 대학원의 2학기 입학, 재입학 및 편입학, 부모가 모두 외국인인 외국인학생의 입학시기는 학기 개시일로부터 4주 이내로 한다.",학칙,,,,,,
regulations_83,제14조(입시공정관리위원회),"【1항】 입학전형의 공정한 관리를 위하여 입시공정관리위원회를 둔다.

【2항】 입시공정관리위원회는 총장 직속으로 설치하되 위원장 1명과 부위원장 1명을 포함하여 10명 내외의 위원으로 구성하며 그 구성, 임무 및 운영에 관한 사항은 총장이 따로 정한다.",학칙,,,,,,
regulations_84,제4조(수업연한),"【1항】 각 대학의 수업연한은 4년(8학기)으로 함을 원칙으로 한다. 다만, 의과 대학의 의예과와 의학과는 별도로 정한 바를 따른다.

【2항】 성적이 우수한 학생은 별도로 정한 학업성적 기준에 따라 6학기 혹은 7학기로 수업연한을 단축할 수 있다. 다만, 의학과는 제외한다.",학칙,,,,,,
regulations_85,제70조(교무위원회의구성 및 소집),"【1항】 교무위원회는 총장, 대학원장, 학장, 처장 및 총장이 지명하는 부속 및 부설기관의 장으로 구성한다.

【2항】 총장은 필요하다고 인정할 때에는 구성원 이외의 사람을 참석시킬 수 있다.

【3항】 교무위원회는 총장이 이를 소집하며 그 의장이 된다.",학칙,,,,,,
regulations_86,제41조(시간제등록생),"【1항】 일반사회인에게 고등교육의 기회를 제공하기 위하여 본교에 개설된 학과(부)에 한하여 시간제등록생을 선발할 수 있다.

【2항】 시간제등록생의 운영에 필요한 세칙은 따로 정한다.",학칙,,,,,,
regulations_87,제56조(등록금의반환),"한번 납입한 금액은 과오납입을 제외하고는 이를 반환하지 않는다. 다만, 관계 법령이 정하는 바는 예외로 한다.",학칙,,,,,,
regulations_88,제40조(졸업취소),졸업생으로 부정행위 혹은 과오로 인하여 이수학점을 취득한 것으로 인정된 경우에는 졸업을 취소할 수 있다.,학칙,,,,,,
regulations_89,제83조(자체평가),"【1항】 대학의 교육여건 개선 및 연구·교육 등의 질적 향상을 위하여 자체평가를 실시한다.

【2항】 자체평가의 기준, 절차 및 방법 등에 필요한 사항은 총장이 따로 정한다.",학칙,,,,,,
regulations_90,제3조의2(정원외전담학과 설치),"【1항】 본 대학에 외국인 유학생, 성인학습자 및 재직자를 대상으로하는 정원외 전담학과를 설치할 수 있다.

【2항】 정원외 전담학과의 학과 및 입학정원은 제3조의 정원과는 별도로 한다.

【3항】 정원외 전담학과의 운영에 관한 세부사항은 별도로 정한다.",학칙,,,,,,
regulations_91,제16조(재입학),"재입학은 다음의 경우를 제외하고 계열별 학생정원을 포함한 총 정원에 여석이 있을 경우에 한하여 허가할 수 있다. 다만, 교원 및 의료인력 양성과 관련되는 재입학의 경우에는 모집단위별 입학정원의 범위 안에서 재입학을 허가할 수 있다. 1. 징계에 의하여 제적된 자, 2. 재입학 후 다시 제적된 자",학칙,,,,,,
regulations_92,제69조(교무위원회),"【1항】 본교의 교육 및 운영에 관한 중요사항을 심의하기 위하여 교무위원회를 두며 다음 각 호의 사항을 심의한다. 1. 입학, 수료, 진급 및 졸업에 관한 사항, 2. 교육 및 연구에 관한 사항, 3. 교육과정의 설치, 변경 및 폐지에 관한 사항, 4. 시험, 공개강좌 등 주요 학사에 관한 사항, 5. 학생지도 및 상벌에 관한 사항, 6. 그 밖에 대학운영에 관한 사항

【2항】 교무위원회 운영에 관한 규정은 별도로 정한다.",학칙,,,,,,
regulations_93,제76조(금지활동),본교의 정상적인 기능을 방해하거나 교육목적 및 면학분위기를 저해하는 개인 또는 집단적 행위를 할 수 없다.,학칙,,,,,,
regulations_94,제86조(보상금의지급기준),"【1항】 학교기업운영 결산 결과 순이익 발생 시 순이익의 30% 범위 안에서 순이익 발생에 직접 기여한 교직원 및 학생에 대한 보상금을 줄 수 있다.

【2항】 교직원 1인당 연간 보상금은 순이익의 10%를 초과할 수 없으며 학생에 대한 보상금은 장학금 형태로 지급한다.

【3항】 제2항에도 불구하고 사업수행을 위하여 교직원 또는 학생이 특허 등 산업재산권을 제공한 경우에는 이에 대한 보상금을 별도기준에 의해 지급할 수 있다.",학칙,,,,,,
regulations_95,제3조(학생정원과수여학위),"【1항】 학생의 정원은 입학정원을 기준으로 하며, 단과대학의 학과 및 학부에 대한 입학정원을 말한다. 다만, 학문의 특성 또는 교육과정의 운영상 필요하다고 인정하는 경우에는 해당 학과(전공)나 학부별로 모집단위를 정할 수 있다.

【2항】 각 대학의 학과(전공) 및 입학정원과 수여학위는 별표 1및 2와 같다.",학칙,,,,,,
regulations_96,"제37조(다전공,소단위전공 등)","【1항】 복수전공(제2전공, 제3전공)으로 학과(전공)가 지정한 교과목을 36학점 이상 선택 이수한 자에게는 복수전공을 인정한다.

【2항】 부전공으로 학과(전공)가 정한 전공교과목을 21학점 이상 선택 이수한 자에게는 부전공을 인정한다.

【3항】 소단위전공 교육과정은 융복합 사고능력의 함양과 시대요구에 부응하기 위하여 전공능력의 심화학습 기회를 제공하고자 운영하는 단기성 교육과정을 말한다. 소단위 교육과정은 마이크로(Micro) 교육과정과 나노(Nano) 교육과정으로 구분한다.

【4항】 연계전공은 2개 이상의 학과(부)나 전공분야가 연계하여 별도의 교육과정을 구성하여 운영할 수 있다.

【5항】 융복합전공은 2개 이상의 학과(전공)가 융합하여 새로운 전공을 개설하거나 융합된 학문내용을 포함하는 교육과정을 말한다.

【6항】 제1항부터 제5항까지에 대한 세칙은 다전공설치및운영에 관한규정을 따른다.",학칙,,,,,,
regulations_97,제81조(계약학과등),"산업교육진흥 및 산학협력촉진을 위하여 국가, 지방자치단체 또는 산업체 등과의 계약에 의한 계약학과 또는 직업교육훈련과정을 둘 수 있으며, 이의 운영에 관하여 특별히 필요한 사항은 따로 정한다.",학칙,,,,,,
regulations_98,제68조(교수회심의사항),"교수회는 다음 각 호의 사항을 심의한다. 1. 교육 및 연구에 관한 사항, 2. 학사관리 및 운영에 관한 사항, 3. 학생의 지도 및 상벌에 관한 사항, 4. 총장 및 학장이 부의하는 사항, 5. 그 밖에 위 각 호에 부수되는 사항",학칙,,,,,,
regulations_99,제6조(학년),학년은 3월 1일부터 다음 해 2월 말까지로 한다.,학칙,,,,,,
