ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
학칙_대학_0,제1조(목적),"을지대학교(이하 '본교')는 우리나라 대학교육의 보편적 목적과 본교의 교훈인 '연구하고 봉사하는 보건의료인'을 구현할 수 있는 인재를 육성하기 위하여 학문의 심오한 이론과 응용방법을 교수, 연구함으로써 개인의 자아를 실현하고 지역사회와 국가, 나아가 인류사회의 다양한 요구에 부응할 수 있는 인재를 양성함을 목적으로 한다.",학칙_대학 > 학칙 > 제1장 총칙,,,,,,
학칙_대학_1,1항,"본교는 대전광역시에 소재하는 대전캠퍼스와 경기도 성남시에 소재하는 성남캠퍼스, 경기도 의정부에 소재하는 의정부캠퍼스를 둔다.",학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제2조(소재 및 교육조직),,,,,,
학칙_대학_2,2항,"대전캠퍼스에는 의과대학을 두고, 성남캠퍼스에는 간호대학, 보건과학대학, 미래융합대학, 첨단학부, 자연계열학부, 인문사회계열학부, 교양학부를 두며, 의정부캠퍼스에는 간호대학, 보건과학대학, 미래융합대학, 자유전공학부, 대학원, 보건복지대학원, 임상간호대학원을 둔다.",학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제2조(소재 및 교육조직),,,,,,
학칙_대학_3,3항,"대전캠퍼스 및 성남캠퍼스, 의정부캠퍼스에는 각각 독자적으로 교육적 필요에 따라 부속기관 및 부설기관을 둘 수 있다.",학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제2조(소재 및 교육조직),,,,,,
학칙_대학_4,1항,"학생의 정원은 입학정원을 기준으로 하며, 단과대학의 학과 및 학부에 대한 입학정원을 말한다. 다만, 학문의 특성 또는 교육과정의 운영상 필요하다고 인정하는 경우에는 해당 학과(전공)나 학부별로 모집단위를 정할 수 있다.",학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제3조(학생정원과 수여학위),,,,,,
학칙_대학_5,2항,각 대학의 학과(전공) 및 입학정원과 수여학위는 별표 1및 2와 같다.,학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제3조(학생정원과 수여학위),,,,,,
학칙_대학_6,1항,"본 대학에 외국인 유학생, 성인학습자 및 재직자를 대상으로하는 정원외 전담학과를 설치할 수 있다.",학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제3조의2(정원외 전담학과 설치),,,,,,
학칙_대학_7,2항,정원외 전담학과의 학과 및 입학정원은 제3조의 정원과는 별도로 한다.,학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제3조의2(정원외 전담학과 설치),,,,,,
학칙_대학_8,3항,정원외 전담학과의 운영에 관한 세부사항은 별도로 정한다.,학칙_대학 > 학칙 > 제2장 조직과 학생정원 > 제3조의2(정원외 전담학과 설치),,,,,,
학칙_대학_9,1항,"각 대학의 수업연한은 4년(8학기)으로 함을 원칙으로 한다. 다만, 의과 대학의 의예과와 의학과는 별도로 정한 바를 따른다.",학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제4조(수업연한),,,,,,
학칙_대학_10,2항,"성적이 우수한 학생은 별도로 정한 학업성적 기준에 따라 6학기 혹은 7학기로 수업연한을 단축할 수 있다. 다만, 의학과는 제외한다.",학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제4조(수업연한),,,,,,
학칙_대학_11,1항,"각 대학의 재학연한은 8년(16학기)을 초과할 수 없다. 다만, 총장이 인정하는 장애학생은 재학연한을 제한하지 아니하며, 의과대학의 의예과와 의학과는 별도로 정한 바를 따른다.",학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제5조(재학연한),,,,,,
학칙_대학_12,2항,편입학생의 재학연한은 본교에서 수업하여야 할 연한의 2배를 초과하지 못한다.,학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제5조(재학연한),,,,,,
학칙_대학_13,3항,재입학생의 재학연한은 재입학 후 본교에서 수업하여야 할 연한의 2배를 초과하지 못한다.,학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제5조(재학연한),,,,,,
학칙_대학_14,4항,"재학연한 내에 본교 졸업의 소요과정을 이수하지 못한 자는 제적된다. 다만, 휴학기간은 재학연한의 계산에 포함되지 않는다.",학칙_대학 > 학칙 > 제3장 수업연한과 재학연한 > 제5조(재학연한),,,,,,
학칙_대학_15,제6조(학년),학년은 3월 1일부터 다음 해 2월 말까지로 한다.,"학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태",,,,,,
학칙_대학_16,1항,"학기는 다음과 같이 나눈다. 1. 제1학기 : 3월 1일부터 8월 31일까지, 2. 제2학기 : 9월 1일부터 다음 해 2월 말까지, 3. 계절학기 : 필요에 따라 계절학기를 개설할 수 있으며 계절학기 개설에 필요한 사항은 따로 정한다. 4. 실습학기 현장실습은 필요에 따라 방학 중 실습학기로 운영할 수 있다.","학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_17,2항,제2학기의 시작은 2주 내의 범위에서 학기개시일 전에 개강할 수 있다.,"학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_18,3항,"임상실습을 하는 학년(의학과 3, 4학년 등)은 학년제로 운영할 수 있다.","학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_19,4항,제1항의 학기 구분에도 불구하고 3학기 이상의 다학기제 및 학년 또는 학위과정별로 다른 유연학기제를 운영할 수 있으며 세부사항은 총장이 따로 정한다.,"학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_20,5항,"학습형태는 각 교육과정에 근거하여 과목별 학습은 출석학습을 원칙으로 한다. 다만, 교육과정 운영상 필요한 경우 출석학습 외에 원격수업 및 자율학습, 산업체 현장학습, 과제학습 등에 의하여 당해교과목을 이수하게 할 수 있다.","학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_21,6항,학기 및 학습형태에 관한 세부사항은 총장이 따로 정한다.,"학칙_대학 > 학칙 > 제4장 학년, 학기 및 학습형태 > 제7조(학기 및 학습형태)",,,,,,
학칙_대학_22,1항,"수업일수는 매 학년 30주(매 학기 15주) 이상으로 한다. 다만, 천재지변 또는 그 밖에 교육과정의 운영상 부득이한 사유로 수업일수를 충족하기 어려울 경우에는 2주 한도 내에서 감축할 수 있다.",학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제8조(수업일수),,,,,,
학칙_대학_23,2항,의과대학 의학과의 수업일수는 별도로 정한 바를 따른다.,학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제8조(수업일수),,,,,,
학칙_대학_24,3항,"제1항에 따른 수업일수는 교육과정 운영상 필요에 따라 단축하여 운영할 수 있으며, 제27조에 따른 학점당 이수시간(학점당 15시간 이상)의 이수에 지장이 없어야 한다.",학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제8조(수업일수),,,,,,
학칙_대학_25,4항,제3항에 따라 수업일수를 단축하여 운영하는 경우 같은 학기 내에서 주말 등을 활용한 집중수업(이하 '집중이수제')을 개설하여 운영할 수 있으며 세부사항은 총장이 따로 정한다.,학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제8조(수업일수),,,,,,
학칙_대학_26,1항,"정기휴업은 다음과 같다. 1. 국정공휴일, 2. 개교기념일, 3. 하계방학, 4. 동계방학",학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제9조(휴업일),,,,,,
학칙_대학_27,2항,"비상재해, 그 밖의 불가피한 사정이 있을 때에는 임시휴업을 할 수 있으며, 방법 및 기간은 총장이 정한다.",학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제9조(휴업일),,,,,,
학칙_대학_28,3항,휴업일이라도 필요한 경우에는 실험실습 및 그 밖의 수업을 실시할 수 있다.,학칙_대학 > 학칙 > 제5장 수업과 휴업 > 제9조(휴업일),,,,,,
학칙_대학_29,제10조(입학시기),"입학을 허가하는 시기는 학년 개시일로부터 4주 이내로 한다. 다만, 대학원의 2학기 입학, 재입학 및 편입학, 부모가 모두 외국인인 외국인학생의 입학시기는 학기 개시일로부터 4주 이내로 한다.","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학",,,,,,
학칙_대학_30,제11조(입학자격),"본교 제1학년에 입학할 수 있는 자는 다음 각 호에 해당하는 자이어야 한다. 1. 고등학교 졸업자 및 졸업예정자(졸업예정일에 졸업하지 못하면 입학이 취소된다), 2. 그 밖의 법령 또는 교육부장관에 의하여 전각 호의 해당자와 동등한 자격이 있다고 인정된 자. 다만, 의과대학 의학과는 의예과 수료자 또는 동등한 수준 이상의 학력이 있다고 인정되는 자","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학",,,,,,
학칙_대학_31,1항,"본교에 입학을 희망하는 자는 정해진 입학원서와 전형료 및 다음 서류를 제출하여야 한다. 다만, 재입학 및 편입학에 필요한 서류는 별도로 정한다. 1. 학력증명서, 2. 성적증명서, 3. 그 밖의 필요한 서류","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제12조(지원절차)",,,,,,
학칙_대학_32,2항,제출한 서류 또는 전형료는 과오납을 제외하고는 반환하지 않는다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제12조(지원절차)",,,,,,
학칙_대학_33,제13조(입학전형),입학전형에 관한 사항은 입학시험전형관리위원회와 교무위원회의 의결을 거쳐 확정된 입학요강에 따른다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학",,,,,,
학칙_대학_34,1항,입학전형에서 대학별 고사를 실시하는 경우 선행교육 유발에 대한 영향평가를 실시한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제13조의1(입학전형의 선행교육 영향평가)",,,,,,
학칙_대학_35,2항,선행교육 영향평가에 대한 필요한 사항은 이를 따로 정한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제13조의1(입학전형의 선행교육 영향평가)",,,,,,
학칙_대학_36,1항,입학전형의 공정한 관리를 위하여 입시공정관리위원회를 둔다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제14조(입시공정관리위원회)",,,,,,
학칙_대학_37,2항,"입시공정관리위원회는 총장 직속으로 설치하되 위원장 1명과 부위원장 1명을 포함하여 10명 내외의 위원으로 구성하며 그 구성, 임무 및 운영에 관한 사항은 총장이 따로 정한다.","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제14조(입시공정관리위원회)",,,,,,
학칙_대학_38,1항,입학의 허가는 소속 대학장(전공통합학부장) 혹은 대학원장의 상신에 의하여 총장이 행한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제15조(입학허가 및 취소)",,,,,,
학칙_대학_39,2항,입학이 허가된 자는 정해진 기일 내에 필요한 서류 및 납입금을 납부하는 외에 등교와 수학에 필요한 모든 절차를 이행하여야 한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제15조(입학허가 및 취소)",,,,,,
학칙_대학_40,3항,입학허가 후 제11조의 자격이 없는 것으로 판명된 자 또는 정해진 기일 내에 전항의 의무절차를 이행하지 않은 자는 입학허가를 취소할 수 있다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제15조(입학허가 및 취소)",,,,,,
학칙_대학_41,4항,입학허가 후 제11조 및 전항의 자격요건 이외에 부정한 방법으로 합격 또는 입학한 사실이 확인되면 재학 중에라도 이를 취소할 수 있다. 입학전형의 합격취소 및 입학허가 취소에 대한 규정은 이를 별도로 정한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제15조(입학허가 및 취소)",,,,,,
학칙_대학_42,제16조(재입학),"재입학은 다음의 경우를 제외하고 계열별 학생정원을 포함한 총 정원에 여석이 있을 경우에 한하여 허가할 수 있다. 다만, 교원 및 의료인력 양성과 관련되는 재입학의 경우에는 모집단위별 입학정원의 범위 안에서 재입학을 허가할 수 있다. 1. 징계에 의하여 제적된 자, 2. 재입학 후 다시 제적된 자","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학",,,,,,
학칙_대학_43,1항,해당학년의 정원에 결석이 발생한 경우나 그 밖의 법령에 따라 편입생을 모집할 수 있으며 편입학에 관한 세부사항은 따로 정한다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제17조(편입학)",,,,,,
학칙_대학_44,2항,학사학위를 가진 자는 제3학년에 편입할 수 있다.,"학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제17조(편입학)",,,,,,
학칙_대학_45,3항,"학사학위 소지자의 편입학은 총 입학정원의 2%, 해당학과 입학정원의 4% 이내에 한하여 입학정원 외로 허가함을 원칙으로 한다.","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제17조(편입학)",,,,,,
학칙_대학_46,4항,"간호사, 임상병리사, 방사선사, 물리치료사 및 치과위생사를 양성하는 의료인력 양성학과와 유치원 교사 양성학과의 전문학사 학위를 소지한 자 중 해당 모집단위별 입학정원의 10%(야간운영학과는 30%)를 정원 외로 3학년 또는 4학년에 모집할 수 있다.","학칙_대학 > 학칙 > 제6장 입학, 재입학 및 편입학 > 제17조(편입학)",,,,,,
학칙_대학_47,1항,소속변경(전과/전부)은 학과(학부) 모집정원 범위 내에서 여석이 있을 때에 한하여 허가할 수 있다.,학칙_대학 > 학칙 > 제7장 소속변경 > 제18조(소속변경),,,,,,
학칙_대학_48,2항,소속변경은 대학 내에서 허용한다.,학칙_대학 > 학칙 > 제7장 소속변경 > 제18조(소속변경),,,,,,
학칙_대학_49,3항,이에 대한 세부사항은 총장이 따로 정한다.,학칙_대학 > 학칙 > 제7장 소속변경 > 제18조(소속변경),,,,,,
학칙_대학_50,1항,학생은 매 학기 초 정해진 기일 내에 등록하여야 한다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제19조(등록),,,,,,
학칙_대학_51,2항,등록은 정해진 납입금을 내고 수강신청을 함으로써 완료된다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제19조(등록),,,,,,
학칙_대학_52,1항,본교 학생의 등록금 책정을 심의하기 위해 등록금 심의위원회를 둔다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제19조의2(등록금 심의위원회),,,,,,
학칙_대학_53,2항,등록금 심의위원회의 구성과 운영에 필요한 규정은 따로 정한다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제19조의2(등록금 심의위원회),,,,,,
학칙_대학_54,1항,수강신청은 매 학기에 수강할 교과목을 정해진 기간 내에 전산입력하여 신청한다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조(수강신청),,,,,,
학칙_대학_55,2항,수강과목의 변경절차는 학칙시행세칙 제15조에서 따로 정한다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조(수강신청),,,,,,
학칙_대학_56,3항,실습과목을 제외하고는 한 과목에 대한 수강신청자가 10명 미만일 때에는 총장이 해당 과목을 폐강할 수 있다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조(수강신청),,,,,,
학칙_대학_57,4항,캠퍼스 간 교차수강을 할 수 있다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조(수강신청),,,,,,
학칙_대학_58,1항,강의를 수강하고자 하는 학생이 해당 강의를 담당하는 교수의 자녀인 경우에는 반드시 해당 교수가 교무혁신처에 신고하여 사전에 승인을 받아야 한다.,학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조의1(사전신고),,,,,,
학칙_대학_59,2항,"제1항에 의거 강의 담당 교수의 자녀 수강에 대한 미신고 또는 미준수 등 본 규정을 위반하는 사항이 발생할 경우 교원인사규정 제39조에 의거하여 징계의결을 요구하여 조치하며, 비전임교원의 경우 임용 또는 위촉을 해지한다.",학칙_대학 > 학칙 > 제8장 등록 및 수강신청 > 제20조의1(사전신고),,,,,,
학칙_대학_60,1항,"학생이 병역의무, 임신·출산·육아, 질병, 그 밖에 부득이한 사유로 인하여 4주 이상 계속 수학이 불가능한 경우에는 증빙자료를 첨부한 휴학원을 제출하여 총장의 허가를 받아 휴학할 수 있다.","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제21조(휴학)",,,,,,
학칙_대학_61,2항,휴학자는 휴학기간 중 학적을 보유하나 휴학기간은 재학기간에 산입하지 않는다.,"학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제21조(휴학)",,,,,,
학칙_대학_62,3항,"휴학기간은 1회에 1학기 또는 1학년도 단위로 하며 휴학은 재학 중 3년(의학과는 4년)을 초과할 수 없다. 다만, 병역의무, 임신·출산·육아(2년 이내), 장애, 창업으로 인한 휴학은 휴학횟수 및 휴학기간에 산입하지 않는다.","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제21조(휴학)",,,,,,
학칙_대학_63,4항,"휴학은 학기 중의 질병, 군입영, 임신·출산·육아 등과 같은 특수한 사정을 제외하고는 학기 개시일로부터 4주 이내에 허가함을 원칙으로 한다. 단, 등록을 마친 자에 한하여 수업일수 4분의 2선까지 허가함을 원칙으로 한다.","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제21조(휴학)",,,,,,
학칙_대학_64,5항,의과대학 의학과의 휴학에 관한 사항은 따로 정한다.,"학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제21조(휴학)",,,,,,
학칙_대학_65,1항,"휴학한 자는 그 기간이 만료되면 정해진 기간 내에 복학하여야 한다. 다만, 그 기간 전이라도 총장의 허가를 받아 복학할 수 있다.","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제22조(복학)",,,,,,
학칙_대학_66,2항,복학을 허가하는 시기는 매 학기 개시일로부터 4주 이내로 한다.,"학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제22조(복학)",,,,,,
학칙_대학_67,3항,의과대학 의학과의 복학에 관한 사항은 따로 정한다.,"학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제22조(복학)",,,,,,
학칙_대학_68,제23조(자퇴),자퇴하고자 하는 자는 보호자가 연서한 사유서를 첨부하여 정해진 양식의 자퇴원을 제출하며 소속 대학장을 거친 후 총장의 허가를 받아야 한다.,"학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적",,,,,,
학칙_대학_69,1항,"학생으로서 다음 각 호에 해당할 때에는 소속 학장의 제청에 의하여 총장이 이를 제적할 수 있다. 1. 휴학기간 만료 후 4주가 넘도록 이유 없이 복학하지 않은 자, 2. 4주 이상 무단결석한 자, 3. 매 학기 개강 4주 기간 내에 등록을 완료하지 않은 자, 4. 학업 성적이 열등하여 재학연한을 이수하여도 졸업이 불가능한 자, 5. 3회 연속하여 학사경고를 받은 자, 6. 다른 대학에 신입 또는 편입학한 자, 7. 본인 사망","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제24조(제적)",,,,,,
학칙_대학_70,2항,"의과대학 의예과, 의학과는 전항 각 호의 사유 이외에 유급으로 인한 제적사유를 학사운영내규로 별도로 정한다.","학칙_대학 > 학칙 > 제9장 휴학, 복학, 자퇴 및 제적 > 제24조(제적)",,,,,,
학칙_대학_71,제25조(교과목),"각 대학의 교과목은 교양과목과 전공과목으로 구분하고 이를 다시 필수과목과 선택과목 및 Pass과목으로 구분한다. 다만, Pass과목은 사회봉사과목 등과 같이 본교의 교육이념을 구현하기 위하여 교육과정심의위원회의 심의 후 총장이 별도로 정한 과목에 한한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업",,,,,,
학칙_대학_72,1항,본교의 전 교육과정은 교육과정심의위원회 및 대학평의원회에서 교육과정의 편성과 운영에 관한 심의를 거친 후 총장이 정한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제26조(교육과정)",,,,,,
학칙_대학_73,2항,(삭제),"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제26조(교육과정)",,,,,,
학칙_대학_74,3항,학과의 교육과정에는 수료에 필수적으로 요구되는 교양 및 전공과목과 Pass과목의 수 및 학점을 명확하게 기록하여 학생들의 수강신청 시에 반영되도록 하여야 한다. 이에 대한 자세한 사항은 별도로 정한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제26조(교육과정)",,,,,,
학칙_대학_75,4항,이에 대한 자세한 사항은 교육과정편성 및 운영규정에 따른다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제26조(교육과정)",,,,,,
학칙_대학_76,제27조(교과목 이수단위),"교과목의 이수단위는 학점단위로 하되, 1학기 15시간 이상의 강의를 1학점으로 하고(단, 0.5학점 교과목의 경우 7.5시간 이상을 강의한다) 실험, 실습, 실기, 체육 등은 1학기 30시간 이상의 교육을 1학점으로 한다. 다만, 의과대학 의예과 및 의학과는 따로 정한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업",,,,,,
학칙_대학_77,제28조(수업시간표),매 학기의 수업시간표는 수업이 개시되기 4주 전에 각 대학의 교육과정운영위원회의 의결을 거친 후 소속 대학장의 제청으로 총장이 정한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업",,,,,,
학칙_대학_78,1항,"학생의 매 학기 취득기준 학점은 12학점 이상으로 하되 최대 21학점을 초과할 수 없으며, 초과수강신청 예외사항 및 최저신청학점기준은 학칙시행세칙에 따른다. 다만, 총장이 인정하는 장애학생은 최저신청학점을 제한하지 아니하며, 졸업학점이 150학점 이상인 학과는 별도로 정한 바를 따른다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제29조(이수학점)",,,,,,
학칙_대학_79,2항,"제1항의 규정에도 불구하고 전학기의 학업성적 평점평균이 4.0 이상인 자는 3학점까지 초과하여 이수할 수 있다. 다만, 의예과 및 의학과는 초과이수 대상에서 제외한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제29조(이수학점)",,,,,,
학칙_대학_80,3항,각 대학(의과대학 제외)의 신입생은 입학 후 4주 이내에 교양과목 중 총장이 지정하는 과목에 한하여 본교에서 실시하는 특별시험 혹은 공인된 기관에서 시행하는 시험에서 일정 이상의 성적을 취득한 경우 최고 6학점까지 인정받을 수 있다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제29조(이수학점)",,,,,,
학칙_대학_81,1항,"학생은 다음 각 호의 학점을 인정받을 수 있다. 1. 편입학생이 전적 학교에서 취득한 학점, 2. 국내외 학점교류를 통해 취득한 학점(원격강좌 포함), 3. 국내외의 기관(기업 포함)에서 수행하는 현장실습, 4. 그 밖의 본교의 학점으로 인정하기에 합당한 사항","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제30조(학점인정)",,,,,,
학칙_대학_82,2항,학교 및 연구기관 또는 산업체 등에서 행한 교육 또는 연수 등은 협약에 의한 범위 안에서 관련 교과의 이수로 인정할 수 있다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제30조(학점인정)",,,,,,
학칙_대학_83,3항,"고등학교 재학 중 한국대학교육협의회가 주관한 고교-대학 연계 심화과정(UP)으로 이수한 교과목에 대하여 5년 이내 본 대학교에 입학한 경우 입학연도에만 학점으로 인정할 수 있으며, 학점 및 성적은 본 대학교의 교과목에 준하여 인정하며 성적처리는 P(pass), NP(Nonpass)로 한다. 최대 6학점까지 인정한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제30조(학점인정)",,,,,,
학칙_대학_84,4항,국방부 군복무경험 학점인정 및 병무청 사회복무경험 학점인정제도 참여에 따라 군복무 및 사회복무 중 행한 봉사시간을 관련 교과의 이수시간으로 인정할 수 있다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제30조(학점인정)",,,,,,
학칙_대학_85,5항,「병역법」에 따른 징집·소집 또는 지원에 의하여 입영 또는 복무 중 휴학 중인 자가 복무 기간 중 본교에서 인정하는 기관에서 군이러닝 강좌로 취득한 학점은 복무 기간 내 최대 6학점까지 취득할 수 있다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제30조(학점인정)",,,,,,
학칙_대학_86,1항,"각 학년의 수료에 필요한 최소학점은 다음과 같다. 1. 제1학년 수료: 30학점 이상, 2. 제2학년 수료: 60학점 이상, 3. 제3학년 수료: 90학점 이상","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제31조(수료)",,,,,,
학칙_대학_87,2항,의과대학의 각 학년 수료에 필요한 학점은 40학점 이상으로 한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제31조(수료)",,,,,,
학칙_대학_88,제32조(낙제된 과목의 이수),"낙제된 교과목이 필수과목인 경우에는 동일 교과목을 재수강하여야 한다. 다만, 교육과정 변경 등으로 해당 과목을 재수강할 수 없는 경우는 별도의 지침에 정한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업",,,,,,
학칙_대학_89,1항,각 대학의 매 학기말 학업성적의 평점평균이 1.5 미만(의예과의 의학과는 2.0 미만)인 자를 학사경고 한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제33조(학사경고)",,,,,,
학칙_대학_90,2항,해당 학기에 등록하였지만 수강신청을 하지 않은 자를 학사경고 한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제33조(학사경고)",,,,,,
학칙_대학_91,1항,"3회 이상 연속하여 학사경고를 받은 자는 제적대상이 되며, 학업계획서 심의 후 유급으로 승인여부를 결정한다. 다만, 의과대학 의학과(의예과 포함) 및 간호대학 간호학과는 해당 학과의 학사운영내규를 적용한다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제34조(유급)",,,,,,
학칙_대학_92,2항,유급은 재학연한을 초과하여 계속 시킬 수 없다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제34조(유급)",,,,,,
학칙_대학_93,3항,유급에 관한 기타 세부사항은 별도로 정한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제34조(유급)",,,,,,
학칙_대학_94,1항,"졸업예정자는 졸업논문을 제출하여야 한다. 다만, 졸업논문의 제출이 부적당한 경우에는 졸업종합시험으로 대체할 수 있다.","학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제35조(졸업논문)",,,,,,
학칙_대학_95,2항,계약학과는 졸업논문 등의 시행에서 제외함을 원칙으로 한다.,"학칙_대학 > 학칙 > 제10장 교과이수, 수료 및 졸업 > 제35조(졸업논문)",,,,,,
