ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
학칙_대학_223,1항,"가사사정 등의 이유로 일반휴학을 할 때에는 다음의 서류를 갖추어 매 학기 개시일 2주 전부터 학기 개시일 4주 이내에 지도교수, 학과장, 소속 대학장의 확인을 받아 교무혁신처에 제출하여야 한다. 단, 등록을 마친 자로서 휴학을 원하는 자는 수업일수 4분의 2선까지 허가함을 원칙으로 한다. 1. 휴학원서(정해진 양식). 2. (삭제). 3. 진단서(해당자에 한하며, 본교 부속병원, 협력병원 및 2차 의료기관 이상의 종합병원에서 발행). 4. 임신(임신진단서), 출산·육아(자녀출생증명서).",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제5조(일반휴학),,,,,,
학칙_대학_224,2항,해당학기 수업일수 4분의 2선까지 휴학한 자의 등록금은 복학 시 이미 납입한 납입금으로 대체하며 수업일수 4분의 2선 이후에 휴학하는 자는 복학 시 재등록하여야 한다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제5조(일반휴학),,,,,,
학칙_대학_225,3항,휴학기간 중이라도 한 학기 단위로 휴학을 연장할 수 있다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제5조(일반휴학),,,,,,
학칙_대학_226,4항,"신입생의 경우 1학년 1학기에는 임신·출산·육아, 질병으로 인한 휴학을 제외하고는 일반휴학을 할 수 없다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제5조(일반휴학),,,,,,
학칙_대학_227,5항,"해당학기 총 수업일수의 4분의 3 이상의 수업을 받고 임신·출산·육아, 질병휴학을 하는 자는 중간시험, 출석, 과제물 성적 등을 참조하여 해당학기의 성적을 인정할 수 있다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제5조(일반휴학),,,,,,
학칙_대학_228,1항,병역관계로 휴학을 하고자 하는 자는 다음의 서류를 갖추어 교무혁신처에 제출하여야 한다. 1. 휴학원서(정해진 양식). 2. 입영통지서나 복무확인서 또는 입영일자/입영결과조회서.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제6조(입영휴학),,,,,,
학칙_대학_229,2항,"해당학기 총 수업일수의 4분의 3 이상의 수업을 받고 군입영 휴학을 하는 자는 중간시험, 출석, 과제물 성적 등을 참조하여 해당학기의 성적을 인정할 수 있다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제6조(입영휴학),,,,,,
학칙_대학_230,3항,군입영휴학자의 복무기간 연장(의무복무에 한함) 및 유급처분에 따라 이수하는 학기를 맞추기 위해 휴학하는 경우에는 휴학 횟수 및 기간에 산입하지 않는다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제6조(입영휴학),,,,,,
학칙_대학_231,4항,군입영휴학자가 입영 시 해당학기 성적을 인정받지 못한 경우에는 기존의 납입금으로 대체한다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제6조(입영휴학),,,,,,
학칙_대학_232,5항,입영 후 귀향 조치된 자는 즉시 학과장에게 신고 후 복학 혹은 일반휴학에 필요한 서류를 교무혁신처에 제출하여야 한다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제6조(입영휴학),,,,,,
학칙_대학_233,1항,본 세칙 제5조에 의하여 일반휴학 중인 자가 병역의무 관계로 휴학기간을 연장하고자 할 때에는 일반휴학기간 만료 전에 본 세칙 제6조에 의한 입영휴학 절차를 밟아야 한다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제7조(일반휴학자의 입대휴학 수속),,,,,,
학칙_대학_234,2항,"해당학기 등록금을 납부한 자가 일반휴학 중 군입영 휴학으로 변경한 경우, 복학 시 납입금은 기존에 납입한 납입금으로 대체한다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제7조(일반휴학자의 입대휴학 수속),,,,,,
학칙_대학_235,제8조(특별휴학),"편입학자 혹은 9차 이상 등록하여야 할 학생의 필수과목이 해당학기에는 개설되지 않고 다음 학기에 개설되어 있을 때에는 해당학기에 6개월간의 특별휴학을 신청하여야 한다. 다만, 특별휴학은 학칙 제21조에 정한 휴학의 횟수제한에 해당하지 않는다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학,,,,,,
학칙_대학_236,1항,"창업의 이유로 창업휴학을 할 때에는 다음의 서류를 갖추어 매 학기 개시일 2주 전부터 개시일 4주 이내에 지도교수, 학과장, 소속대학장, 창업교육센터장의 확인을 받아 교무혁신처에 제출하여야 한다. 1. 휴학원서(정해진 양식). 2. 해당연도 사업자등록증.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제8조의2(창업휴학),,,,,,
학칙_대학_237,2항,해당학기 수업일수 4분의 2선 전에 휴학한 자의 등록금은 복학 시 이미 납입한 납입금으로 대체하며 수업일수 4분의 2선 이후에 휴학하는 자는 복학 시 재등록을 하여야 한다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제8조의2(창업휴학),,,,,,
학칙_대학_238,3항,"창업으로 인한 사유로 2년(4학기)까지 휴학을 허용할 수 있으며, 일반휴학 기간에 산입하지 않는다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제8조의2(창업휴학),,,,,,
학칙_대학_239,4항,"해당학기 총 수업일수의 4분의 3 이상의 수업을 받고 창업휴학을 하는 자는 중간시험, 출석, 과제물, 성적 등을 참조하여 해당학기의 성적을 인정할 수 있다.",학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제8조의2(창업휴학),,,,,,
학칙_대학_240,1항,복학자는 아래의 서류를 갖추어 학칙 제22조제2항에서 정한 기간 내에 지도교수와 학과장의 확인을 받아 다음 각 호의 서류를 교무혁신처에 제출하여야 한다. 1. 복학원(정해진 양식). 2. 병적확인서 또는 제대증 사본(군제대자).,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제9조(복학),,,,,,
학칙_대학_241,2항,복학자가 재학연한까지 학업을 계속하여도 졸업이 불가능하다고 판단되는 경우에는 총장은 복학을 허가하지 않을 수 있다.,학칙_대학 > 학칙시행세칙I > 제3장 휴학 및 복학 > 제9조(복학),,,,,,
학칙_대학_242,1항,본교 교육과정의 효율적인 운영을 위하여 교무혁신처장을 위원장으로 하는 교육과정심의위원회를 두며(이하 '위원회') 위원회의 구성과 운영은 교육과정심의위원회규정에 따른다.,학칙_대학 > 학칙시행세칙I > 제4장 교육과정 및 개설과목 > 제10조(교육과정심의위원회),,,,,,
학칙_대학_243,2항,학과(전공)의 교육과정을 개정하고자 할 때에는 학과(전공) 교육과정위원회 및 단과대학(학부) 교육과정 소위원회를 두고 운영한다.,학칙_대학 > 학칙시행세칙I > 제4장 교육과정 및 개설과목 > 제10조(교육과정심의위원회),,,,,,
학칙_대학_244,3항,"교육과정은 위원회 및 대학평의원회의 심의를 거친 후, 총장의 승인을 받아야 한다.",학칙_대학 > 학칙시행세칙I > 제4장 교육과정 및 개설과목 > 제10조(교육과정심의위원회),,,,,,
학칙_대학_245,제11조(개설과목),학과에서 매 학기 개시 2주 전에 학칙 제26조 및 관련규정과 학과의 교육과정에 따라 필수 및 선택과목을 구분하여 개설 공고한다.,학칙_대학 > 학칙시행세칙I > 제4장 교육과정 및 개설과목,,,,,,
학칙_대학_246,제12조(교직과목),교직과목에 대한 이수는 별도로 정한 규정을 따른다.,학칙_대학 > 학칙시행세칙I > 제4장 교육과정 및 개설과목,,,,,,
학칙_대학_247,1항,"수강신청은 매 학기 개강 전 지정된 기간 내에 수강신청을 한다. 다만, 해당학기에 수강신청자가 학칙 제20조, 제53조 및 제54조에서 정한 바에 따라 등록과 납입금의 납부를 완료하지 않을 경우에는 그 효력을 상실한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제13조(수강신청 기간 및 효력),,,,,,
학칙_대학_248,2항,특별한 사유로 인하여 수강신청을 하지 못한 자에 대하여는 별도의 추가신청기간을 둘 수 있다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제13조(수강신청 기간 및 효력),,,,,,
학칙_대학_249,1항,"개설과목은 캠퍼스의 구분 없이 수강할 수 있다. 단, 교양과목에 한하며, 교육과정 운영상 부득이한 경우 전공개설과목도 허용할 수 있다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제13조의2(교차수강),,,,,,
학칙_대학_250,2항,"교차수강을 위해 별도인원은 배정하지 않으며, 원 소속학생 수강신청 후 제한인원/여석 내에서 가능하다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제13조의2(교차수강),,,,,,
학칙_대학_251,3항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제13조의2(교차수강),,,,,,
학칙_대학_252,1항,수강신청은 본교에서 공고한 기간에 정해진 절차에 따라 학생 본인이 전산 입력한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제14조(수강신청의 절차),,,,,,
학칙_대학_253,2항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제14조(수강신청의 절차),,,,,,
학칙_대학_254,3항,장애학생의 경우 학생의 장애유형 및 장애정도를 고려하여 관련부서 협조를 통해 우선 수강신청을 허용할 수 있다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제14조(수강신청의 절차),,,,,,
학칙_대학_255,4항,학과 및 지도교수는 수강신청전 수강지도를 실시하여야 한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제14조(수강신청의 절차),,,,,,
학칙_대학_256,1항,수강신청의 변경과 취소는 학기 개시 후 1주 이내에 별도의 수강신청 정정기간에 시행하는 것을 원칙으로 한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_257,2항,수강신청한 과목이 학칙 제20조제3항에서 정한 바에 의하여 폐강된 경우에는 추가로 별도의 수강신청 기회를 부여한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_258,3항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_259,4항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_260,5항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_261,6항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_262,7항,의예과 및 의학과는 이미 신청한 수강과목의 변경 혹은 취소를 할 수 없다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제15조(수강신청의 변경 및 취소),,,,,,
학칙_대학_263,1항,재수강신청은 과거에 취득하지 못한 필수과목부터 재수강을 신청하는 것을 원칙으로 한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제16조(재수강과목 우선신청),,,,,,
학칙_대학_264,2항,"학업성적이 C 이하의 성적을 취득한 교과목에 대하여 학수번호가 동일한 경우나 대체과목으로 지정된 경우에만 재수강 신청을 허용하며 재수강 후 전 취득학점보다 상위급의 성적을 취득하였을 경우에는 기존에 취득한 성적(C 이하의 성적)을 반영하지 않는다.(단, 2019학년도부터 수강한 과목에 대해서 재수강 신청가능 성적을 C0등급 이하로 제한한다)",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제16조(재수강과목 우선신청),,,,,,
학칙_대학_265,3항,"한 학기에 학점취소를 위한 재수강신청은 6학점 이내에 한하여 허용하되 3과목을 초과할 수 없으며, 동일과목에 대해서는 총 2회까지만 재수강신청을 할 수 있다.(단, 2017학년도 신입생부터는 재학연한 이내 총 24학점까지 신청가능하며, 한 학기당 2과목으로 제한함)",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제16조(재수강과목 우선신청),,,,,,
학칙_대학_266,4항,재수강으로 취득한 학점은 성적등급이 B 를 초과할 수 없다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제16조(재수강과목 우선신청),,,,,,
학칙_대학_267,1항,수강신청한 과목 중 부득이한 사정으로 인하여 더 이상 수업이 진행될 수 없어 폐강되는 경우에는 다음의 각 호를 따른다. 1. 수업개시 3/4선 이전: 동일 과목구분의 유사과목으로 대체할 수 있다. 2. 수업개시 3/4선 이후: 중간시험성적으로 기말시험을 대체하고 학점을 취득한 것으로 인정한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제17조(폐강과목의 대체),,,,,,
학칙_대학_268,2항,재수강을 신청하는 미취득 전공필수과목이 폐강된 경우에는 소속 학과장이 지정하는 유사과목으로 대체할 수 있다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제17조(폐강과목의 대체),,,,,,
학칙_대학_269,1항,"학칙 제29조제1항에 따라 다음 각 호에 해당하는 자의 경우 예외 적용을 할 수 있으며, 최대학점은 27학점을 초과할 수 없다. 1. (삭제). 2. 사회봉사와 같은 Pass과목은 최대 수강신청 학점을 초과하여 신청할 수 있다. 3. 융복합전공 교과목은 매학기 6학점 이내에서 최대 수강신청 학점을 초과하여 신청을 할 수 있다. 4. 미래융합대학 전공기초교과목과 다전공 이수를 위한 전공교과목은 최대 수강신청 학점을 초과하여 신청할 수 있다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제18조(학기당 수강학점),,,,,,
학칙_대학_270,2항,"학기당 최저 수강신청 학점은 12학점 이상을 원칙으로 하며, 최종 학기의 최저 수강신청 학점은 1학점 이상으로 한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제18조(학기당 수강학점),,,,,,
학칙_대학_271,1항,수업연한(8학기)을 초과하여 재학함으로써 9차 이상 등록한 학생도 반드시 수강신청하여야 한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제19조(9차 이상 등록자의 수강신청 및 등록),,,,,,
학칙_대학_272,2항,수업연한을 초과(9차 이상 등록)하는 학생의 등록은 아래 기준에 따른다. 1. 수강학점이 1학점 이상 3학점 이하일 경우는 해당학기 등록금의 6분의 1 해당액. 2. 수강학점이 4학점 이상 6학점 이하일 경우는 해당학기 등록금의 3분의 1 해당액. 3. 수강학점이 7학점 이상 9학점 이하일 경우는 해당학기 등록금의 2분의 1 해당액. 4. 수강학점이 10학점 이상일 경우 해당학기 등록금 전액.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제19조(9차 이상 등록자의 수강신청 및 등록),,,,,,
학칙_대학_273,1항,"수업시간은 1교시당 50분(야간은 45분)으로 하고 교과목의 수업시간은 주중 균등하게 편성하는 것을 원칙으로 하며, 전자출결시스템을 기반으로 한다. 단, 학칙 제8조 제1항에 의거하여 매학기 15주 이상으로 수업함을 원칙으로 하나, 교과 운영상 필요할 경우 학칙 제27조에 따른 학점당 이수시간을 준수하여 집중수업을 운영할 수 있다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조(수업),,,,,,
학칙_대학_274,2항,"학과장은 교육과정에 따른 강의시간표를 편성지침에 따라 작성, 교무혁신처로 제출하여 총장의 승인을 받은 후 시행한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조(수업),,,,,,
학칙_대학_275,3항,(삭제),학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조(수업),,,,,,
학칙_대학_276,1항,"매학기 교과목 담당교원은 정해진 기간동안 휴강 없이 충실히 수업에 임하여야 한다. 다만, 부득이한 사정으로 휴강하여야 할 경우에는 사전에 휴보강계획서를 교무혁신처에 제출하여 승인을 받아야 하며 수업일수가 충족된 경우에만 승인함을 원칙으로 한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조의1(휴강 및 보강),,,,,,
학칙_대학_277,2항,"제1항에 의거 휴강한 경우에는 반드시 보강을 실시하여야 하며, 보강은 해당 교과목 수강학생들이 타 교과목 수업에 지장이 없는 범위 내에서 학기종료일(보강주간 포함)까지 실시하여야 한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조의1(휴강 및 보강),,,,,,
학칙_대학_278,3항,보강을 실시한 후 보강결과보고서를 제출하여야 한다.,학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업 > 제20조의1(휴강 및 보강),,,,,,
학칙_대학_279,제21조(강의계획서),"과목담당 교수는 해당 과목의 수업내용, 교재 및 평가방법 등을 기재한 정해진 양식의 강의계획서를 전산입력 후 출력하여 매 학기 정해진 기간 내에 교무혁신처로 제출하여야 하며, 수강신청 전에 열람할 수 있도록 입력해야하며 강의계획서에 따른 수업을 진행하여야 한다.",학칙_대학 > 학칙시행세칙I > 제5장 수강신청 및 수업,,,,,,
학칙_대학_280,1항,시간제등록생으로 지원할 수 있는 자는 고등학교졸업자 또는 이와 동등한 수준 이상의 학력이 있다고 인정된 자로 한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_281,2항,"시간제등록생으로 선발하는 인원은 해당연도 총 입학 정원의 100분의 10범위로 한다. 다만, 전문인을 양성하는 의학, 약학 및 사범계열학과(부)는 제외한다.",학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_282,3항,시간제등록생의 선발방법은 출신 고등학교의 학교생활기록부와 면접고사의 성적 등으로 선발한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_283,4항,시간제등록생으로 선발된 자는 정해진 기간 내에 수강신청을 하고 신청학점에 따라 산정된 등록금을 내야 한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_284,5항,시간제등록생의 이수학점은 계절학기를 포함한 전일제 학생 개설교과목 중에서 매 학기 12학점 및 연간 24학점을 초과할 수 없다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_285,6항,시간제등록생 운영에 필요한 사항은 따로 정한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제22조(시간제등록생),,,,,,
학칙_대학_286,1항,"학점인정 등에 관한 법률에 의하여 일정한 학점을 받은 자가 본교 총장이 수여하는 학사학위(학칙 별지 제3호 서식)를 취득하기 위해서는 다음 각 호의 요건을 충족하여야 한다. 1. 고등학교를 졸업한 자 또는 이와 동등한 수준 이상의 학력이 있다고 인정된 자. 2. 학점인정 등에 관한 법률 제7조에 의하여 교양 30학점 이상, 전공 60학점 이상, 총 140학점 이상을 인정받는 자. 3. 본교에서 취득한 학점이 84학점 이상인자. 4. 학점인정 등에 관한 법률 제7조제1항에 의한 학습과정이수 및 동조 제2항제3호에 의한 시간제등록을 통하여 취득한 학점이 총 18학점 이상인 자. 다만, 이 규정을 통하여 취득한 학점은 연간 42학점(학기당 24학점)을 초과하여 인정할 수 없다.",학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_287,2항,제1항제3호의 본교에서 취득한 학점에는 전일제 정규교육과정 및 시간제등록을 통하여 취득한 학점과 학점인정 등에 관한 법률에 따라 본교 및 부설 평생교육원에서 평가 및 인정받은 학습과목을 이수하여 취득한 학점으로 본다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_288,3항,제1항의 요건을 충족한 자가 본교 총장이 수여하는 학사학위(학칙 별지 제3호 서식)를 취득하고자 하는 경우 국가평생교육진흥원으로부터 학점을 인정받은 학점인정서와 본교 학위신청서를 제출하여야 한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_289,4항,학점인정 등에 관한 법률 또는 고등교육법 제35조제1항에 따라 학사학위를 취득한 자가 다른 전공분야의 학위를 취득하고자 본교에서 시간제등록 및 학점은행제로 전공 48학점(전공필수 포함) 이상 이수한 경우 본교 총장에 의한 학위(학칙 별지 제3호 서식)를 수여한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_290,5항,위의 제1항부터 제4항까지의 규정에 따라 학위수여 요건을 충족한 자에게는 국가평생교육진흥원의 심의를 거쳐 학칙 별지 제3호 서식에 의한 학위를 수여한다.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_291,6항,(삭제),학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_292,7항,"본교 또는 타 대학에 재적하고 있는 학생이 시간제등록생 또는 학점은행제로 학점을 취득하였을 경우에는 현재 재적하고 있는 대학의 학과 졸업학점으로 인정되지는 않고, 학점인정 등에 관한 법률에 따라 학점을 인정받을 수 있다.",학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조(학점은행제),,,,,,
학칙_대학_293,1항,"학칙 제36조제2항의 학위수여 요건을 충족한 자가 본 대학교 장이 수여하는 학위를 취득하고자 하는 경우 학점은행제 학점인정 등에 관한 업무처리지침에 따라 다음과 같은 절차를 따라야 한다. 1. 대학의 장의 학위수여를 받고자 하는 학습자는 대학의 장 학위신청서 및 관련 증명서류를 대학이 정한 기간 내에 제출하여야 한다. 2. 학위수여예정자 명단을 국가평생교육진흥원장에게 제출하고 학위수여여부 확인을 하여야 한다. 3. 대학의 장에 의한 학위번호를 부여한 후 그 명단을 국가평생교육진흥원장에게 통보하며 학위번호는 '대학 학점-연도-일련번호' 형식으로 한다. 4. 학위수여된 자에게 학위증, 학위증명서, 성적증명서를 발급하여야 하며 해당 증명서에는 '학점인정 등에 관한 법률 제9조 및 학칙 제36조제2항 규정에 의하여' 수여되는 학위임을 반드시 명시해야 한다. 5. 학위증은 학칙 별지 제3호 서식에 따르며, 증명서는 제증명발급규정의 별지 제10호 서식 및 별지 제11호 서식에 따른다.",학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조의1(학위수여 절차),,,,,,
학칙_대학_294,2항,학점은행제 대학의 장에 의한 학위종별표는 다음에 따른다. 구분: 학위명-전공명. 학위: 미용학사-미용화장품과학전공.,학칙_대학 > 학칙시행세칙I > 제6장 평생교육 > 제23조의1(학위수여 절차),,,,,,
학칙_대학_295,1항,"과목담당교수는 매 시간 출결상황을 점검하여야 하며, 3회 이상(15주 기준으로 환산하여 3주 이상) 결석한 자의 명단을 즉시 학과장에게 보고하고 학과장은 그 명단을 교무혁신처에 제출하여야 한다. 단, 아래 각 호의 사유로 결석한 자가 사유발생일로부터 7일 이내에 증빙서류를 제출한 경우 출석으로 인정한다. 1. 병역법에 의한 동원소집 또는 병역한정검사(의무복무기간 제외) 및 질병. 2. 조·부모(배우자의 조·부모 포함), 형제·자매, 배우자 및 자녀의 사망. 3. 본인 및 배우자의 출산, 입양. 4. 기타 부득이한 사유로 교무혁신처장이 인정하는 경우.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제24조(출석 점검)",,,,,,
학칙_대학_296,2항,"전자출결은 당일에 한하여 수정 가능하며, 과목담당교수가 당일 출결관리를 미 실시한 경우 교무혁신처로 사유서를 제출하여야 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제24조(출석 점검)",,,,,,
학칙_대학_297,3항,"출석점검을 소홀히 하는 경우 사유에 따라 경고조치 및 전임교원의 경우 교원인사규정 제39조에 의거하여 조치하며, 비전임교원의 경우 임용 또는 위촉을 해지한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제24조(출석 점검)",,,,,,
학칙_대학_298,1항,"시험은 학칙 제45조에 따라 정기시험과 교수회의 및 담당교수가 시기 및 방법을 정하는 수시시험으로 하되 정기시험은 총장이 정한 기간에 실시함을 원칙으로 한다. 다만, 수시시험 및 과제물부과 등은 담당교수가 수시로 실시할 수 있다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제25조(시험)",,,,,,
학칙_대학_299,2항,"시험감독관의 지시에 불응하거나 부정행위를 한 자는 징계처분하며, 부정행위 해당 과목 이후의 시험과목에 대하여는 성적을 인정하지 않는다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제25조(시험)",,,,,,
학칙_대학_300,제26조(추가시험),추가시험은 시험기간 중 학칙 제48조에서 규정한 사유가 발생한 경우에 한하며 추가시험의 성적은 80점을 초과하여 인정할 수 없다.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가",,,,,,
학칙_대학_301,1항,"병역, 질병, 학기 중 취업, 기타 부득이한 사유로 결시하는 자는 원칙적으로 시험개시 전에 그 사유를 소속 학과장 및 과목 담당교수를 거쳐 교무혁신처에 증빙서류를 첨부하여 신고하여야 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제27조(결시신청)",,,,,,
학칙_대학_302,2항,전항에 따라 신고한 자에 대하여는 중간 혹은 기말시험에 응시한 성적을 고려하거나 추가시험을 치러 해당학기가 종료되기 전에 인정점수를 줄 수 있다. 그러나 신고시점이 전산입력 등 해당학기의 성적처리가 종료된 경우에는 인정점수를 부여할 수 없으며 필수과목인 경우에는 재수강하여야 한다.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제27조(결시신청)",,,,,,
학칙_대학_303,1항,"이 세칙 제6조제2항에 해당하는 입영휴학자에 한하여는 해당학기 휴학일자 이전의 성적(중간시험, 출석성적, 과제물 성적 등)을 기준으로 해당학기 성적을 인정할 수 있다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제28조(중간시험 후 기말시험 전 입영휴학자의 성적)",,,,,,
학칙_대학_304,2항,"성적은 증빙자료(중간시험 채점지, 보고서, 출석부 등)와 함께 담당교수가 학과장을 거쳐 교무혁신처에 제출하여야 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제28조(중간시험 후 기말시험 전 입영휴학자의 성적)",,,,,,
학칙_대학_305,1항,"Pass과목을 제외한 교과목의 성적은 100점 만점으로 하고, 기말시험, 중간시험, 출석성적, 과제물성적 등과 같은 평가요소를 종합하여 평가한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제29조(성적 평가)",,,,,,
학칙_대학_306,2항,"학업성적의 평가는 상대평가를 원칙으로 하며 절대평가와 환산평가도 할 수 있고 성적등급의 분포는 가능한 정규분포가 이루어지도록 한다. 다만, 성적평가비율을 조정하고자 하는 경우 구성원의 동의를 받아 교무혁신처에 제출하여 승인후 처리한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제29조(성적 평가)",,,,,,
